[20] train loss: 0.5492189675569534, lr: 9.994393622037023e-05
[4760] train loss: -0.14129118248820305, metric: 10.755700588226318, lr: 0.00013681512791663408
[4780] train loss: -0.1677612029016018, metric: 9.69905710220337, lr: 0.00011585262109292671
[4800] train loss: -0.07871444895863533, metric: 9.797072649002075, lr: 9.999999747378752e-05
[4820] train loss: 0.34561607986688614, metric: 11.393109798431396, lr: 9.999999747378752e-05
[4840] train loss: 0.684081619605422, metric: 10.241080522537231, lr: 9.999999747378752e-05
[4860] train loss: 0.08579587563872337, metric: 12.6891508102417, lr: 9.999999747378752e-05
[4880] train loss: -0.09282460808753967, metric: 10.959934949874878, lr: 9.999999747378752e-05
[4900] train loss: -0.17045184969902039, metric: 9.427582502365112, lr: 9.999999747378752e-05
[4920] train loss: -0.06965554133057594, metric: 10.442020535469055, lr: 9.999999747378752e-05
[4940] train loss: -0.10046019032597542, metric: 11.61587405204773, lr: 9.999999747378752e-05
[4960] train loss: -0.17335769161581993, metric: 10.157488584518433, lr: 9.999999747378752e-05
[4980] train loss: -0.08785266056656837, metric: 8.776236653327942, lr: 9.999999747378752e-05
[5000] train loss: -0.18350813537836075, metric: 10.61271595954895, lr: 9.999999747378752e-05
[5020] train loss: 0.16946912929415703, metric: 11.735620737075806, lr: 0.0009994393913075328
[5040] train loss: 0.01573134958744049, metric: 12.114807844161987, lr: 0.0009969500824809074
[5060] train loss: 1.564394373446703, metric: 16.28432536125183, lr: 0.000992479850538075
[5080] train loss: 1.6614564023911953, metric: 13.049638986587524, lr: 0.000986046390607953
[5100] train loss: 1.5032726302742958, metric: 14.54191541671753, lr: 0.0009776754304766655
[5120] train loss: 0.23063846677541733, metric: 11.386800765991211, lr: 0.0009674003813415766
[5140] train loss: 0.6025070771574974, metric: 15.735465049743652, lr: 0.0009552621049806476
[5160] train loss: -0.032634638249874115, metric: 11.548375129699707, lr: 0.0009413089719600976
[5180] train loss: -0.005524963140487671, metric: 11.146254301071167, lr: 0.0009255966870114207
[5200] train loss: -0.20029088109731674, metric: 11.545437335968018, lr: 0.00090818788157776
[5220] train loss: 0.32002612203359604, metric: 11.54400110244751, lr: 0.0008891518809832633
[5240] train loss: 0.2525121681392193, metric: 12.434397220611572, lr: 0.0008685645880177617
[5260] train loss: 0.17531928792595863, metric: 13.306691408157349, lr: 0.0008465081336908042
[5280] train loss: 0.32186589017510414, metric: 15.51602840423584, lr: 0.0008230703533627093
[5300] train loss: -0.011349305510520935, metric: 12.457860946655273, lr: 0.0007983447285369039
[5320] train loss: 0.039904650300741196, metric: 10.026588320732117, lr: 0.0007724298629909754
[5340] train loss: -0.1429421305656433, metric: 12.368057012557983, lr: 0.0007454289589077234
[5360] train loss: -0.1655414216220379, metric: 10.967811822891235, lr: 0.0007174497004598379
[5380] train loss: 0.06198596581816673, metric: 12.998646020889282, lr: 0.00068860367173329
[5400] train loss: 0.10141238942742348, metric: 11.773033380508423, lr: 0.0006590057746507227
[5420] train loss: 0.12597762048244476, metric: 9.672312140464783, lr: 0.0006287740543484688
[5440] train loss: 0.8288760595023632, metric: 12.831242680549622, lr: 0.000598029000684619
[5460] train loss: 1.0222179628908634, metric: 10.975092887878418, lr: 0.0005668931407853961
[5480] train loss: 0.9732328206300735, metric: 13.472671031951904, lr: 0.0005354906315915287
[5500] train loss: -0.000995393842458725, metric: 10.915005445480347, lr: 0.0005039466777816415
[5520] train loss: 0.6796238012611866, metric: 10.209123849868774, lr: 0.0004723869787994772
[5540] train loss: 0.4957696348428726, metric: 10.354468703269958, lr: 0.0004409373505041003
[5560] train loss: 0.32150135189294815, metric: 11.369524955749512, lr: 0.0004097231721971184
[5580] train loss: 4.491758279502392, metric: 19.491570949554443, lr: 0.000378868862753734
[5600] train loss: 1.4180698283016682, metric: 12.557746171951294, lr: 0.00034849741496145725
[5620] train loss: 0.10703803598880768, metric: 14.063232183456421, lr: 0.0003187299007549882
[5640] train loss: 1.2541719153523445, metric: 14.296719074249268, lr: 0.0002896849764510989
[5660] train loss: 0.5372755974531174, metric: 15.847071647644043, lr: 0.0002614784170873463
[5680] train loss: 0.40955033898353577, metric: 12.136463403701782, lr: 0.00023422270896844566
[5700] train loss: 0.5175860449671745, metric: 12.817802667617798, lr: 0.00020802643848583102
[5720] train loss: 1.2608587257564068, metric: 14.266370296478271, lr: 0.00018299407383892685
[5740] train loss: 2.0235992036759853, metric: 13.642581224441528, lr: 0.00015922538295853883
[5760] train loss: 3.4030431769788265, metric: 17.91231679916382, lr: 0.00013681512791663408
[5780] train loss: 3.3600680828094482, metric: 14.61251974105835, lr: 0.00011585262109292671
[5800] train loss: 1.302766613662243, metric: 13.804056644439697, lr: 9.999999747378752e-05
[5820] train loss: 1.4778246320784092, metric: 16.4586021900177, lr: 9.999999747378752e-05
[5840] train loss: 3.1351946219801903, metric: 16.68984031677246, lr: 9.999999747378752e-05
[5860] train loss: 2.482325442135334, metric: 17.75759506225586, lr: 9.999999747378752e-05
[5880] train loss: 1.3227696679532528, metric: 22.93211531639099, lr: 9.999999747378752e-05
[5900] train loss: 0.6475233696401119, metric: 19.82572627067566, lr: 9.999999747378752e-05
[5920] train loss: 0.13620540499687195, metric: 17.127288103103638, lr: 9.999999747378752e-05
[5940] train loss: 0.19834883883595467, metric: 14.426577091217041, lr: 9.999999747378752e-05
[5960] train loss: 0.4207213297486305, metric: 10.85657787322998, lr: 9.999999747378752e-05
[5980] train loss: 2.598326627165079, metric: 14.84632420539856, lr: 9.999999747378752e-05
[6000] train loss: 1.8587386794388294, metric: 15.97868824005127, lr: 9.999999747378752e-05
[6020] train loss: 2.1921693198382854, metric: 17.749191761016846, lr: 0.0009994393913075328
[6040] train loss: 1.9195262677967548, metric: 20.138730764389038, lr: 0.0009969500824809074
[6060] train loss: 1.267681572586298, metric: 17.079620838165283, lr: 0.000992479850538075
[6080] train loss: 1.0676323808729649, metric: 13.843661785125732, lr: 0.000986046390607953
[6100] train loss: 0.35236602649092674, metric: 15.981959342956543, lr: 0.0009776754304766655
[6120] train loss: 0.8802215680480003, metric: 13.791052341461182, lr: 0.0009674003813415766
[6140] train loss: 1.753583885729313, metric: 16.956302404403687, lr: 0.0009552621049806476
[6160] train loss: 0.4094245061278343, metric: 11.442466139793396, lr: 0.0009413089719600976
[6180] train loss: 0.09590242058038712, metric: 12.960724115371704, lr: 0.0009255966870114207
[6200] train loss: 0.04879792779684067, metric: 10.978477239608765, lr: 0.00090818788157776
[6220] train loss: 0.014726851135492325, metric: 13.222640037536621, lr: 0.0008891518809832633
[6240] train loss: 0.35742050409317017, metric: 16.435941696166992, lr: 0.0008685645880177617
[6260] train loss: 7.185731180012226, metric: 23.253615379333496, lr: 0.0008465081336908042
[6280] train loss: 0.27700668200850487, metric: 16.028464794158936, lr: 0.0008230703533627093
[6300] train loss: 0.00035545602440834045, metric: 15.290099143981934, lr: 0.0007983447285369039
[6320] train loss: -0.18710491433739662, metric: 11.422399759292603, lr: 0.0007724298629909754
[6340] train loss: -0.0213603675365448, metric: 12.551037788391113, lr: 0.0007454289589077234
[6360] train loss: -0.10244640335440636, metric: 12.758132457733154, lr: 0.0007174497004598379
[6380] train loss: -0.09559733048081398, metric: 12.351913690567017, lr: 0.00068860367173329
[6400] train loss: -0.0774165615439415, metric: 12.196027278900146, lr: 0.0006590057746507227
[6420] train loss: -0.004778482019901276, metric: 10.648766040802002, lr: 0.0006287740543484688
[6440] train loss: -0.013386324048042297, metric: 11.634793400764465, lr: 0.000598029000684619
[6460] train loss: -0.21437809616327286, metric: 9.020565390586853, lr: 0.0005668931407853961
[6480] train loss: -0.19340652227401733, metric: 11.109959363937378, lr: 0.0005354906315915287
[6500] train loss: -0.19911089912056923, metric: 10.08077585697174, lr: 0.0005039466777816415
[6520] train loss: -0.19390590861439705, metric: 10.344518423080444, lr: 0.0004723869787994772
[6540] train loss: 0.0704488530755043, metric: 10.759326338768005, lr: 0.0004409373505041003
[6560] train loss: -0.09583073481917381, metric: 10.994220495223999, lr: 0.0004097231721971184
[6580] train loss: -0.14714393764734268, metric: 10.148004412651062, lr: 0.000378868862753734
[6600] train loss: -0.23692692816257477, metric: 9.34632408618927, lr: 0.00034849741496145725
[6620] train loss: -0.24407035112380981, metric: 9.703336000442505, lr: 0.0003187299007549882
[6640] train loss: -0.27530428767204285, metric: 9.785314083099365, lr: 0.0002896849764510989
[6660] train loss: 0.9566591866314411, metric: 19.188530921936035, lr: 0.0002614784170873463
[6680] train loss: 0.14043725281953812, metric: 15.958627700805664, lr: 0.00023422270896844566
[6700] train loss: -0.03886844590306282, metric: 14.78191614151001, lr: 0.00020802643848583102
[6720] train loss: 0.03092338517308235, metric: 15.444965124130249, lr: 0.00018299407383892685
[6740] train loss: 0.42364098876714706, metric: 15.95733094215393, lr: 0.00015922538295853883
[6760] train loss: 0.5015571340918541, metric: 18.259210109710693, lr: 0.00013681512791663408
[6780] train loss: 0.41983744129538536, metric: 16.509475469589233, lr: 0.00011585262109292671
[6800] train loss: 1.941439114511013, metric: 18.620296001434326, lr: 9.999999747378752e-05
[6820] train loss: 2.554340861737728, metric: 15.237127304077148, lr: 9.999999747378752e-05
[6840] train loss: 3.0460048280656338, metric: 17.200729846954346, lr: 9.999999747378752e-05
[6860] train loss: 0.6039737612009048, metric: 13.129028558731079, lr: 9.999999747378752e-05
[6880] train loss: 1.8575317114591599, metric: 15.229777336120605, lr: 9.999999747378752e-05
[6900] train loss: 1.7174683585762978, metric: 17.635494470596313, lr: 9.999999747378752e-05
[6920] train loss: 0.22466301545500755, metric: 11.79480791091919, lr: 9.999999747378752e-05
[6940] train loss: 0.493115596473217, metric: 13.015187621116638, lr: 9.999999747378752e-05
[6960] train loss: 0.2822471037507057, metric: 11.432869911193848, lr: 9.999999747378752e-05
[6980] train loss: -0.060929134488105774, metric: 10.775994539260864, lr: 9.999999747378752e-05
[7000] train loss: 1.8124395944178104, metric: 14.663304805755615, lr: 9.999999747378752e-05
[7020] train loss: 0.4231957234442234, metric: 19.776063919067383, lr: 0.0009994393913075328
[7040] train loss: 0.4747246988117695, metric: 14.04515266418457, lr: 0.0009969500824809074
[7060] train loss: 1.742594338953495, metric: 15.728512287139893, lr: 0.000992479850538075
[7080] train loss: 0.7510583661496639, metric: 14.471339464187622, lr: 0.000986046390607953
[7100] train loss: 0.7005874812602997, metric: 15.38865327835083, lr: 0.0009776754304766655
[7120] train loss: 0.8381506726145744, metric: 14.043760061264038, lr: 0.0009674003813415766
[7140] train loss: 1.2336047515273094, metric: 14.8163423538208, lr: 0.0009552621049806476
[7160] train loss: 0.9112979844212532, metric: 14.811408758163452, lr: 0.0009413089719600976
[7180] train loss: 0.19483618438243866, metric: 15.78433895111084, lr: 0.0009255966870114207
[7200] train loss: -0.042962681502103806, metric: 11.430755138397217, lr: 0.00090818788157776
[7220] train loss: -0.051033396273851395, metric: 12.91822338104248, lr: 0.0008891518809832633
[7240] train loss: 0.06782186403870583, metric: 10.159802436828613, lr: 0.0008685645880177617
[7260] train loss: -0.11113773286342621, metric: 8.333730578422546, lr: 0.0008465081336908042
[7280] train loss: 0.6379644870758057, metric: 15.252460956573486, lr: 0.0008230703533627093
[7300] train loss: 0.07985514774918556, metric: 10.984825372695923, lr: 0.0007983447285369039
[7320] train loss: 0.5901062190532684, metric: 13.083508849143982, lr: 0.0007724298629909754
[7340] train loss: 0.37595435604453087, metric: 13.229896783828735, lr: 0.0007454289589077234
[7360] train loss: 0.48595548793673515, metric: 11.940613269805908, lr: 0.0007174497004598379
[7380] train loss: 0.47743987664580345, metric: 13.895660758018494, lr: 0.00068860367173329
[7400] train loss: 0.8543726876378059, metric: 10.192625522613525, lr: 0.0006590057746507227
[7420] train loss: 0.3395047076046467, metric: 14.108926773071289, lr: 0.0006287740543484688
[7440] train loss: 0.7758192233741283, metric: 17.376245141029358, lr: 0.000598029000684619
[7460] train loss: 2.0704239830374718, metric: 21.370527029037476, lr: 0.0005668931407853961
[7480] train loss: 3.1909394934773445, metric: 17.02903962135315, lr: 0.0005354906315915287
[7500] train loss: 1.6537989228963852, metric: 18.02598547935486, lr: 0.0005039466777816415
[7520] train loss: 2.294221181422472, metric: 16.66329050064087, lr: 0.0004723869787994772
[7540] train loss: 0.786456111818552, metric: 13.31675660610199, lr: 0.0004409373505041003
[7560] train loss: 1.2694525718688965, metric: 15.448715448379517, lr: 0.0004097231721971184
[7580] train loss: 0.6909815892577171, metric: 14.936702251434326, lr: 0.000378868862753734
[7600] train loss: 0.735518291592598, metric: 15.354500770568848, lr: 0.00034849741496145725
[7620] train loss: 1.2973485589027405, metric: 14.707715511322021, lr: 0.0003187299007549882
[7640] train loss: 1.9365103505551815, metric: 13.639522075653076, lr: 0.0002896849764510989
[7660] train loss: 1.3969983644783497, metric: 14.217020988464355, lr: 0.0002614784170873463
[7680] train loss: 1.3229676224291325, metric: 13.006651639938354, lr: 0.00023422270896844566
[7700] train loss: 0.22279899567365646, metric: 16.255380630493164, lr: 0.00020802643848583102
[7720] train loss: 0.11120110005140305, metric: 15.147972822189331, lr: 0.00018299407383892685
[7740] train loss: -0.05058443918824196, metric: 12.944589853286743, lr: 0.00015922538295853883
[7760] train loss: -0.06273983791470528, metric: 12.747993469238281, lr: 0.00013681512791663408
[7780] train loss: -0.09416952356696129, metric: 13.42882490158081, lr: 0.00011585262109292671
[7800] train loss: -0.03126712515950203, metric: 14.175684452056885, lr: 9.999999747378752e-05
[7820] train loss: -0.03267579525709152, metric: 14.030650854110718, lr: 9.999999747378752e-05
[7840] train loss: -0.1376262940466404, metric: 13.805417776107788, lr: 9.999999747378752e-05
[7860] train loss: -0.16834328323602676, metric: 13.382714986801147, lr: 9.999999747378752e-05
[7880] train loss: -0.19003507494926453, metric: 12.390196323394775, lr: 9.999999747378752e-05
[7900] train loss: -0.16759750619530678, metric: 12.26915192604065, lr: 9.999999747378752e-05
[7920] train loss: -0.13652588427066803, metric: 12.855706691741943, lr: 9.999999747378752e-05
[7940] train loss: -0.17303895950317383, metric: 12.531750679016113, lr: 9.999999747378752e-05
[7960] train loss: -0.16366181150078773, metric: 12.290832757949829, lr: 9.999999747378752e-05
[7980] train loss: 0.013911522924900055, metric: 13.497421264648438, lr: 9.999999747378752e-05
[8000] train loss: 0.15659209713339806, metric: 12.411941051483154, lr: 9.999999747378752e-05
[8020] train loss: -0.15516797825694084, metric: 12.565817594528198, lr: 0.0009994393913075328
[8040] train loss: -0.12433099374175072, metric: 13.623548984527588, lr: 0.0009969500824809074
[8060] train loss: 0.07320083677768707, metric: 13.478301048278809, lr: 0.000992479850538075
[8080] train loss: 2.8795705810189247, metric: 13.96549367904663, lr: 0.000986046390607953
[8100] train loss: 0.2816208340227604, metric: 12.618507146835327, lr: 0.0009776754304766655
[8120] train loss: 0.2020750418305397, metric: 12.649624347686768, lr: 0.0009674003813415766
[8140] train loss: 0.6486588716506958, metric: 11.11256217956543, lr: 0.0009552621049806476
[8160] train loss: 0.32352302968502045, metric: 10.580666303634644, lr: 0.0009413089719600976
[8180] train loss: 0.479425847530365, metric: 10.116430640220642, lr: 0.0009255966870114207
[8200] train loss: 2.4663451090455055, metric: 18.425697803497314, lr: 0.00090818788157776
[8220] train loss: 0.9579687900841236, metric: 15.135260343551636, lr: 0.0008891518809832633
[8240] train loss: 2.12945094704628, metric: 13.911442041397095, lr: 0.0008685645880177617
[8260] train loss: 3.1356127224862576, metric: 17.600762367248535, lr: 0.0008465081336908042
[8280] train loss: 0.17014651745557785, metric: 12.120908260345459, lr: 0.0008230703533627093
[8300] train loss: 0.48874927312135696, metric: 13.495247602462769, lr: 0.0007983447285369039
[8320] train loss: 0.4513118416070938, metric: 13.523263216018677, lr: 0.0007724298629909754
[8340] train loss: 2.203332707285881, metric: 14.306525945663452, lr: 0.0007454289589077234
[8360] train loss: 1.1452465951442719, metric: 13.231860160827637, lr: 0.0007174497004598379
[8380] train loss: 0.8547144569456577, metric: 12.370832920074463, lr: 0.00068860367173329
[8400] train loss: 0.06065085530281067, metric: 9.777484059333801, lr: 0.0006590057746507227
[8420] train loss: 1.4510545022785664, metric: 14.94629430770874, lr: 0.0006287740543484688
[8440] train loss: 1.348597127944231, metric: 11.947014808654785, lr: 0.000598029000684619
[8460] train loss: 0.76934714615345, metric: 10.952613115310669, lr: 0.0005668931407853961
[8480] train loss: 0.6629887744784355, metric: 11.907269835472107, lr: 0.0005354906315915287
[8500] train loss: 1.5313482731580734, metric: 11.225423574447632, lr: 0.0005039466777816415
[8520] train loss: 4.160160303115845, metric: 15.185251474380493, lr: 0.0004723869787994772
[8540] train loss: 1.1838466599583626, metric: 15.584511041641235, lr: 0.0004409373505041003
[8560] train loss: 1.6527919992804527, metric: 14.556582689285278, lr: 0.0004097231721971184
[8580] train loss: 2.854926135390997, metric: 13.56086778640747, lr: 0.000378868862753734
[8600] train loss: 3.1711474508047104, metric: 14.782755494117737, lr: 0.00034849741496145725
[8620] train loss: 1.495320226997137, metric: 14.507018089294434, lr: 0.0003187299007549882
[8640] train loss: 5.036505896598101, metric: 22.40669345855713, lr: 0.0002896849764510989
[8660] train loss: 1.7988088242709637, metric: 14.314294338226318, lr: 0.0002614784170873463
[8680] train loss: 2.2100581899285316, metric: 13.82160222530365, lr: 0.00023422270896844566
[8700] train loss: 1.103866070508957, metric: 12.011978387832642, lr: 0.00020802643848583102
[8720] train loss: 0.9059074819087982, metric: 18.04833173751831, lr: 0.00018299407383892685
[8740] train loss: -0.059380028396844864, metric: 14.780892372131348, lr: 0.00015922538295853883
[8760] train loss: -0.16005146503448486, metric: 13.641471862792969, lr: 0.00013681512791663408
[8780] train loss: -0.13646136596798897, metric: 13.570514917373657, lr: 0.00011585262109292671
[8800] train loss: 0.03553009405732155, metric: 13.268232583999634, lr: 9.999999747378752e-05
[8820] train loss: -0.2286226898431778, metric: 12.000977039337158, lr: 9.999999747378752e-05
[8840] train loss: -0.1864081546664238, metric: 12.803725242614746, lr: 9.999999747378752e-05
[8860] train loss: -0.22323736175894737, metric: 12.149478912353516, lr: 9.999999747378752e-05
[8880] train loss: -0.14833365008234978, metric: 13.0816011428833, lr: 9.999999747378752e-05
[8900] train loss: 0.07076423615217209, metric: 13.091202974319458, lr: 9.999999747378752e-05
[8920] train loss: -0.11796114593744278, metric: 12.12262749671936, lr: 9.999999747378752e-05
[8940] train loss: -0.24001432210206985, metric: 11.810917377471924, lr: 9.999999747378752e-05
[8960] train loss: -0.18033155798912048, metric: 12.481690406799316, lr: 9.999999747378752e-05
[8980] train loss: -0.23055964335799217, metric: 11.186867475509644, lr: 9.999999747378752e-05
[9000] train loss: -0.2280176468193531, metric: 12.22088873386383, lr: 9.999999747378752e-05
[9020] train loss: -0.27616171911358833, metric: 10.225908279418945, lr: 0.0009994393913075328
[9040] train loss: -0.2916805036365986, metric: 11.166388511657715, lr: 0.0009969500824809074
[9060] train loss: -0.24990153312683105, metric: 10.020802736282349, lr: 0.000992479850538075
[9080] train loss: -0.32210002839565277, metric: 10.088664293289185, lr: 0.000986046390607953
[9100] train loss: -0.30369430780410767, metric: 9.86744999885559, lr: 0.0009776754304766655
[9120] train loss: -0.33156388998031616, metric: 9.83431851863861, lr: 0.0009674003813415766
[9140] train loss: -0.350874662399292, metric: 10.222128987312317, lr: 0.0009552621049806476
[9160] train loss: -0.33386024087667465, metric: 9.908597230911255, lr: 0.0009413089719600976
[9180] train loss: -0.32898634672164917, metric: 10.123652219772339, lr: 0.0009255966870114207
[9200] train loss: -0.3200603723526001, metric: 8.770402193069458, lr: 0.00090818788157776
[9220] train loss: 0.6006675064563751, metric: 11.762632131576538, lr: 0.0008891518809832633
[20] train loss: [0.70524305 0.70648235], metric: 17.71833848953247, lr: 0.0009994393913075328
[40] train loss: [0.34846872 0.34892017], metric: 19.989273071289062, lr: 0.0009969500824809074
[20] train loss: 0.6357361748814583, metric: 13.763306856155396, lr: 0.0009994393913075328
[40] train loss: 0.5386194139719009, metric: 16.379966259002686, lr: 0.0009969500824809074
[60] train loss: 0.4785538651049137, metric: 19.20600700378418, lr: 0.000992479850538075
[80] train loss: 0.39332090690732, metric: 22.912541389465332, lr: 0.000986046390607953
[100] train loss: 0.4949258007109165, metric: 15.48856782913208, lr: 0.0009776754304766655
[120] train loss: 0.3547859564423561, metric: 15.233253002166748, lr: 0.0009674003813415766
[140] train loss: 0.38449304923415184, metric: 16.738585710525513, lr: 0.0009552621049806476
[160] train loss: 0.8384782448410988, metric: 16.65492868423462, lr: 0.0009413089719600976
[180] train loss: 0.8723783940076828, metric: 17.66885542869568, lr: 0.0009255966870114207
[200] train loss: 1.1868996247649193, metric: 17.695526123046875, lr: 0.00090818788157776
[220] train loss: 0.40066422522068024, metric: 17.416404962539673, lr: 0.0008891518809832633
[240] train loss: 0.29331016540527344, metric: 16.292264461517334, lr: 0.0008685645880177617
[260] train loss: 1.1928818821907043, metric: 16.471343278884888, lr: 0.0008465081336908042
[280] train loss: 1.5208051037043333, metric: 17.25133752822876, lr: 0.0008230703533627093
[300] train loss: 0.9539150334894657, metric: 15.089245080947876, lr: 0.0007983447285369039
[320] train loss: 1.0836706794798374, metric: 15.377432346343994, lr: 0.0007724298629909754
[340] train loss: 0.5997954681515694, metric: 17.48604917526245, lr: 0.0007454289589077234
[360] train loss: 1.13676131144166, metric: 19.832523822784424, lr: 0.0007174497004598379
[380] train loss: 1.0395553819835186, metric: 27.59360408782959, lr: 0.00068860367173329
[400] train loss: 0.9980132766067982, metric: 21.06165909767151, lr: 0.0006590057746507227
[420] train loss: 1.9882294051349163, metric: 19.89649486541748, lr: 0.0006287740543484688
[440] train loss: 1.5422615744173527, metric: 24.21740412712097, lr: 0.000598029000684619
[460] train loss: 0.7777811735868454, metric: 22.16921091079712, lr: 0.0005668931407853961
[480] train loss: 1.1472577303647995, metric: 22.93820571899414, lr: 0.0005354906315915287
[500] train loss: 0.5481773130595684, metric: 36.3837890625, lr: 0.0005039466777816415
[520] train loss: 15.309582024812698, metric: 40.94466733932495, lr: 0.0004723869787994772
[540] train loss: 1.6840015947818756, metric: 65.11084938049316, lr: 0.0004409373505041003
[560] train loss: 0.7558687180280685, metric: 47.30474376678467, lr: 0.0004097231721971184
[580] train loss: 0.7314105778932571, metric: 41.23294973373413, lr: 0.000378868862753734
[600] train loss: 0.547115869820118, metric: 43.120956897735596, lr: 0.00034849741496145725
[620] train loss: 1.1452324613928795, metric: 38.940093994140625, lr: 0.0003187299007549882
[640] train loss: 0.8491455540060997, metric: 37.45827770233154, lr: 0.0002896849764510989
[660] train loss: 0.8221703469753265, metric: 34.56681156158447, lr: 0.0002614784170873463
[680] train loss: 0.6280593127012253, metric: 30.927076816558838, lr: 0.00023422270896844566
[700] train loss: 0.6397963911294937, metric: 31.952433586120605, lr: 0.00020802643848583102
[720] train loss: 0.7126812189817429, metric: 35.9139609336853, lr: 0.00018299407383892685
[740] train loss: 1.024489976465702, metric: 35.761091232299805, lr: 0.00015922538295853883
[760] train loss: 1.9813070446252823, metric: 32.38162183761597, lr: 0.00013681512791663408
[780] train loss: 2.1422569006681442, metric: 34.79554557800293, lr: 0.00011585262109292671
[800] train loss: 1.0182866379618645, metric: 34.83765125274658, lr: 9.999999747378752e-05
[820] train loss: 0.7793155908584595, metric: 35.10768795013428, lr: 9.999999747378752e-05
[840] train loss: 1.1141687035560608, metric: 31.665194511413574, lr: 9.999999747378752e-05
[860] train loss: 0.6452435478568077, metric: 30.175599098205566, lr: 9.999999747378752e-05
[880] train loss: 2.4215154349803925, metric: 32.02162265777588, lr: 9.999999747378752e-05
[900] train loss: 19.931819021701813, metric: 38.87407445907593, lr: 9.999999747378752e-05
[920] train loss: 1.4039983451366425, metric: 31.30643129348755, lr: 9.999999747378752e-05
[940] train loss: 1.3048510327935219, metric: 31.733152866363525, lr: 9.999999747378752e-05
[960] train loss: 0.7103070616722107, metric: 31.260823249816895, lr: 9.999999747378752e-05
[980] train loss: 0.6680743396282196, metric: 30.902464389801025, lr: 9.999999747378752e-05
[1000] train loss: 0.6309249997138977, metric: 29.208320140838623, lr: 9.999999747378752e-05
[1020] train loss: 0.5928380712866783, metric: 28.129784107208252, lr: 0.0009994393913075328
[1040] train loss: 1.8250506073236465, metric: 35.1595573425293, lr: 0.0009969500824809074
[1060] train loss: 0.9901925474405289, metric: 25.1095552444458, lr: 0.000992479850538075
[1080] train loss: 0.7131731882691383, metric: 25.86392593383789, lr: 0.000986046390607953
[1100] train loss: 0.3724275268614292, metric: 34.79727029800415, lr: 0.0009776754304766655
[1120] train loss: 0.6637935191392899, metric: 35.96629619598389, lr: 0.0009674003813415766
[1140] train loss: 0.546056117862463, metric: 28.94027853012085, lr: 0.0009552621049806476
[1160] train loss: 0.3141728490591049, metric: 25.77643918991089, lr: 0.0009413089719600976
[1180] train loss: 0.2523718271404505, metric: 21.69481611251831, lr: 0.0009255966870114207
[1200] train loss: 0.18918597884476185, metric: 24.071940422058105, lr: 0.00090818788157776
[1220] train loss: 0.31331754848361015, metric: 19.287240028381348, lr: 0.0008891518809832633
[1240] train loss: 0.3322562873363495, metric: 21.998722553253174, lr: 0.0008685645880177617
[1260] train loss: 0.39710498228669167, metric: 20.45453929901123, lr: 0.0008465081336908042
[1280] train loss: 0.3297796659171581, metric: 20.429708003997803, lr: 0.0008230703533627093
[1300] train loss: 0.2315238192677498, metric: 24.737030506134033, lr: 0.0007983447285369039
[1320] train loss: 0.2239457294344902, metric: 25.658326625823975, lr: 0.0007724298629909754
[1340] train loss: 0.3105369731783867, metric: 24.261468410491943, lr: 0.0007454289589077234
[1360] train loss: 0.26438936963677406, metric: 22.29719591140747, lr: 0.0007174497004598379
[1380] train loss: 0.2753308117389679, metric: 24.812510013580322, lr: 0.00068860367173329
[1400] train loss: 0.2780655361711979, metric: 23.82121515274048, lr: 0.0006590057746507227
[1420] train loss: 0.2700209580361843, metric: 22.116616249084473, lr: 0.0006287740543484688
[1440] train loss: 0.24440762773156166, metric: 20.441471576690674, lr: 0.000598029000684619
[1460] train loss: 0.20998502895236015, metric: 20.164631366729736, lr: 0.0005668931407853961
[1480] train loss: 0.2787545584142208, metric: 21.561882734298706, lr: 0.0005354906315915287
[1500] train loss: 0.31169452518224716, metric: 20.772500038146973, lr: 0.0005039466777816415
[1520] train loss: 0.2655075490474701, metric: 20.935592651367188, lr: 0.0004723869787994772
[1540] train loss: 1.4990014135837555, metric: 20.18249750137329, lr: 0.0004409373505041003
[1560] train loss: 0.41998910903930664, metric: 23.296255111694336, lr: 0.0004097231721971184
[1580] train loss: 0.4880438335239887, metric: 25.611406803131104, lr: 0.000378868862753734
[1600] train loss: 0.5933704227209091, metric: 23.481183528900146, lr: 0.00034849741496145725
[1620] train loss: 0.3281487189233303, metric: 25.059054374694824, lr: 0.0003187299007549882
[1640] train loss: 0.3701784685254097, metric: 25.561809539794922, lr: 0.0002896849764510989
[1660] train loss: 0.4333484470844269, metric: 25.16346788406372, lr: 0.0002614784170873463
[1680] train loss: 0.3915512189269066, metric: 24.552836894989014, lr: 0.00023422270896844566
[1700] train loss: 0.4232328496873379, metric: 27.6428861618042, lr: 0.00020802643848583102
[1720] train loss: 0.3863372802734375, metric: 25.419119119644165, lr: 0.00018299407383892685
[1740] train loss: 0.4936673976480961, metric: 26.17096757888794, lr: 0.00015922538295853883
[1760] train loss: 0.37973497435450554, metric: 29.024277210235596, lr: 0.00013681512791663408
[1780] train loss: 0.44659294188022614, metric: 27.338729858398438, lr: 0.00011585262109292671
[1800] train loss: 0.8532574400305748, metric: 24.607041597366333, lr: 9.999999747378752e-05
[1820] train loss: 1.6678572073578835, metric: 24.453341007232666, lr: 9.999999747378752e-05
[1840] train loss: 1.3620571792125702, metric: 20.708663940429688, lr: 9.999999747378752e-05
